,0
0,0.8851774334907532
1,0.9032955765724182
2,0.9104906320571899
3,0.9170891642570496
4,0.9203325510025024
5,0.9230539798736572
6,0.9265583157539368
7,0.9302862882614136
8,0.9308828115463257
9,0.9343498349189758
